relationship_rank,relationship,target,predictor,lag,province,n_samples,control_mode,spearman_corr,kendall_tau,distance_corr,mutual_info,abs_spearman
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Lâm Đồng,264,month,0.7318049711852663,0.5354596136948706,0.7117767166914971,0.39534079481336404,0.7318049711852663
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Lạng Sơn,264,month,0.6712681180540528,0.48896900117645437,0.6577446278372574,0.5202443649845248,0.6712681180540528
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Nam Định,264,month,0.3197743838431603,0.2329831369567843,0.43167626496208766,0.35318160947091304,0.3197743838431603
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Nghệ An,264,month,0.5624122478791178,0.42247559723112577,0.5637565650408579,0.4588767077045528,0.5624122478791178
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Ninh Bình,264,month,0.15061916429828434,0.12592823850236465,0.3274350952219431,0.392626837950397,0.15061916429828434
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Ninh Thuận,264,month,0.6533148194080051,0.4775878567146893,0.686340466570836,0.563330915170174,0.6533148194080051
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Phú Thọ,264,month,0.6290551327465456,0.4774162727995342,0.5896675982582615,0.5324352917739419,0.6290551327465456
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Phú Yên,264,month,0.11396662946960534,0.07309410626470948,0.1960425833074715,0.10143213585463506,0.11396662946960534
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Quảng Bình,264,month,0.4783271276553882,0.3511626628307075,0.5548505620777845,0.3129058316916882,0.4783271276553882
1,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Quảng Nam,264,month,0.47543068751356987,0.3592343478069881,0.492065352206676,0.4005503085976545,0.47543068751356987
